exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links,diagram_id
2025,令和7年度（学科）,15,single,リスク管理,FP2級;学科;四答択,契約者（＝保険料負担者）を法人とする生命保険等に係る保険料の経理処理に関する次の記述のうち、最も不適切なものはどれか。,なお、いずれの保険契約も保険料は年払いかつ全期払いで、2025年４月に締結したものとする。また、特約については考慮しないものとする。,,,,,被保険者を役員・従業員全員、死亡保険金受取人を被保険者の遺族、満期保険金受取人を法人とする養老保険の支払保険料は、その全額を損金の額に算入することができる。,被保険者を役員、死亡保険金受取人を法人とする終身保険の支払保険料は、 その全額を資産に計上する。,被保険者を役員、給付金受取人を法人とする解約返戻金のない医療保険の支払保険料は、その全額を損金の額に算入することができる。,被保険者を役員、死亡保険金受取人を法人とし、最高解約返戻率が75％である定期保険（保険期間30年）の支払保険料は、保険期間の前半４割相当期間においては、その60％相当額を資産に計上し、残額を損金の額に算入することができる。,1,FALSE,FALSE,fp2_gakka_202505_q015,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,16,single,リスク管理,FP2級;学科;四答択,自動車損害賠償責任保険（以下、 「自賠責保険」という）に関する次の記述のうち、最も不適切なものはどれか。,,,,,,原動機付自転車は、自賠責保険の加入が義務付けられていない。,"自賠責保険の保険金の支払限度額は、加害車両が１台である場合、被害者１人につき、死亡による損害については3,000万円である。",自賠責保険の補償の対象は対人賠償に限られ、対物賠償は補償の対象とならない。,自賠責保険では、被害者が、保険会社に対し、保険金額の限度において、損害賠償額の支払を請求することができる。,1,FALSE,FALSE,fp2_gakka_202505_q016,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,17,single,リスク管理,FP2級;学科;四答択,地震保険の一般的な商品性に関する次の記述のうち、最も不適切なものはどれか。,,,,,,地震保険は、火災保険の契約時に付帯して加入するほか、火災保険の保険期間の中途で付帯して加入することもできる。,地震保険の保険料率は、居住用建物の構造によって異なるが、居住用建物の所在地による違いはない。,地震保険の保険料には、 「建築年割引」 「耐震等級割引」 「免震建築物割引」 「耐震診断割引」の割引制度があるが、これらは重複して適用を受けることはできない。,地震保険では、 「全損」 「大半損」 「小半損」 「一部損」の区分による損害の程度に応じて保険金が支払われる。,2,FALSE,FALSE,fp2_gakka_202505_q017,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,18,single,リスク管理,FP2級;学科;四答択,契約者（＝保険料負担者）を法人とする損害保険に係る保険料等の経理処理に関する次の記述のうち、最も適切なものはどれか。,,,,,,被保険者および保険金受取人を従業員全員とする普通傷害保険の支払保険料は、その全額を損金の額に算入することができる。,保険期間５年の火災保険において、５年分の保険料を一括で支払った場合、その全額を支払った事業年度の損金の額に算入することができる。,業務用自動車が交通事故により損壊し、法人が受け取った自動車保険の車両保険の保険金の全額を充当して修理をした場合、当該保険金について経理処理をする必要はない。,倉庫に保管していた棚卸資産が火災により滅失し、法人が受け取った火災保険の保険金で同一の棚卸資産を取得した場合、当該棚卸資産について圧縮記帳の適用を受けることができる。,1,FALSE,FALSE,fp2_gakka_202505_q018,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,19,single,リスク管理,FP2級;学科;四答択,第三分野の保険の一般的な商品性に関する次の記述のうち、最も適切なものはどれか。,,,,,,医療保険では、治療を目的としない人間ドックなどの検査入院をし、異常が発見されなかった場合、入院給付金は支払われない。,限定告知型の医療保険では、他の契約条件が同一で限定告知型ではない医療保険と比較して、割安な保険料が設定されている。,所得補償保険では、ケガや病気によって就業不能となった場合であっても、医療機関に入院しなければ、保険金は支払われない。,がん保険では、180日間または６カ月間の免責期間が設けられており、その期間中にがんと診断確定されても、がん診断給付金は支払われない。,1,FALSE,FALSE,fp2_gakka_202505_q019,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,20,single,リスク管理,FP2級;学科;四答択,損害保険を活用した事業活動のリスク管理に関する次の記述のうち、最も不適切なものはどれか。,,,,,,レストランを営む事業者が、提供した料理が原因で食中毒を発生させ、法律上の損害賠償責任を負担する場合に備えて、生産物賠償責任保険（ＰＬ保険）を契約した。,貸しビル業を営む事業者が、火災により所有するビル内に設置した機械に損害が生じる場合に備えて、機械保険を契約した。,建設業を営む事業者が、請け負った建築工事中に誤って工具を落として第三者にケガをさせ、法律上の損害賠償責任を負担する場合に備えて、請負業者賠償責任保険を契約した。,製造業を営む事業者が、業務中の事故により従業員やパート従業員がケガをする場合に備えて、労働者災害補償保険（政府労災保険）の上乗せ補償 を目的として労働災害総合保険を契約した。,2,FALSE,FALSE,fp2_gakka_202505_q020,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,21,single,金融資産運用,FP2級;学科;四答択,為替相場の変動要因に関する次の記述のうち、最も不適切なものはどれか。,,,,,,日本の物価が米国と比較して相対的に上昇することは、一般に、円安・米ドル高の要因となる。,米国が政策金利を引き上げることにより、日本と米国との金利差が拡大することは、一般に、円高・米ドル安の要因となる。,日本の対米貿易黒字が拡大することは、一般に、円高・米ドル安の要因となる。,購買力平価説によれば、米国と日本に同じ財があり、その財を米国では３米ドル、日本では450円で買える場合、為替レートは１米ドル＝150円が妥当となる。,2,FALSE,FALSE,fp2_gakka_202505_q021,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,22,single,金融資産運用,FP2級;学科;四答択,銀行等の金融機関で取り扱う預金の一般的な商品性に関する次の記述のうち、最も適切なものはどれか。,,,,,,期日指定定期預金では、預金者が、預入日の翌営業日から最長預入期日までの間で満期日を指定することができる。,当座預金は、公共料金の自動振替口座として利用することができる。,スーパー定期預金には、預入期間が３年以上の場合、単利型と半年複利型があるが、半年複利型を利用することができるのは法人に限られる。,"大口定期預金は、最低預入金額が 2,000万円に設定された変動金利型の定期預金である。",2,FALSE,FALSE,fp2_gakka_202505_q022,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,23,single,金融資産運用,FP2級;学科;四答択,上場投資信託（ＥＴＦ）の一般的な仕組みに関する次の記述のうち、最も適切なものはどれか。,,,,,,ＥＴＦは、非上場の投資信託と異なり、運用管理費用（信託報酬）は徴収されない。,証券取引所を通じて行う ＥＴＦの売買取引では、現物取引のほか、信用取引も行うことができる。,ＥＴＦは、支払われる分配金が自動で再投資されるため、投資の複利効果を得ることができる。,ＥＴＦには、株価指数に連動するものはあるが、 ＲＥＩＴ指数や商品指数に連動するものはない。,2,FALSE,FALSE,fp2_gakka_202505_q023,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,24,single,金融資産運用,FP2級;学科;四答択,固定利付債券（個人向け国債を除く）の一般的な特徴に関する次の記述のうち、最も不適切なものはどれか。,,,,,,市場金利の上昇は債券価格の下落要因となり、市場金利の低下は債券価格の上昇要因となる。,発行体の財務状況の悪化や経営不振などにより、元金の償還や利払い等が履行されない可能性が高まることは、債券価格の下落要因となる。,景気が好況で物価が持続的に上昇する状態にある局面では、債券価格は上昇する傾向がある。,債券を償還までの期間の長短で比較した場合、他の条件が同一であれば、償還までの期間が長い債券のほうが、利回りの変化に対する価格の変動幅は大きくなる。,3,FALSE,FALSE,fp2_gakka_202505_q024,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,25,single,金融資産運用,FP2級;学科;四答択,国内の証券取引所における上場株式の取引の一般的な仕組みに関する次の記述のうち、最も不適切なものはどれか。,なお、各選択肢において、株式は内国株式であるものとする。,,,,,証券取引所の立会取引における上場株式の売買注文のうち、指値注文では、価格優先の原則および時間優先の原則に従って処理される。,証券取引所の立会取引における上場株式の売買注文では、成行注文よりも指値注文が優先される。,上場株式を証券取引所の普通取引により売買したときの受渡日（決済日）は、原則として、売買の約定日（売買成立日）から起算して３営業日目である。,上場株式を証券取引所の普通取引により売買する場合、 100株単位での取引となる。,2,FALSE,FALSE,fp2_gakka_202505_q025,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,26,single,金融資産運用,FP2級;学科;四答択,株式市場の各種指標等に関する次の記述のうち、最も適切なものはどれか。,,,,,,日経平均株価は、東京証券取引所のプライム市場に上場している内国普通株式全銘柄を対象として算出される。,ＪＰＸ日経インデックス400は、東京証券取引所のプライム市場、スタンダード市場、グロース市場を主市場とする銘柄から企業の収益性や株式の流動性等を基に選定された400銘柄を対象として算出される。,東証REIT指数は、東京証券取引所に上場している不動産投資信託の銘柄のうち、時価総額上位30銘柄を対象として算出される。,Ｓ＆Ｐ500種株価指数は、英国のロンドン証券取引所に上場している銘柄のうち、時価総額上位の代表的な500銘柄を対象として算出される。,2,FALSE,FALSE,fp2_gakka_202505_q026,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,27,single,金融資産運用,FP2級;学科;四答択,個人（居住者）が国内の金融機関を通じて取引する外貨建金融商品の一般的な仕組みに関する次の記述のうち、最も不適切なものはどれか。,,,,,,外貨建金融商品の取引に係る為替手数料は、同一の外貨を対象にする場合であっても、取扱金融機関によって異なることがある。,外貨預金の払戻し時において、預金者が外貨を円貨に交換する場合に適用される為替レートは、預入金融機関が提示する対顧客直物電信売相場（ ＴＴＳ）である。,外国為替証拠金取引では、証拠金にあらかじめ決められた倍率を掛けた金額まで売買することができるが、倍率には法令により上限が定められている。,米ドル建債券を保有している場合、為替レートが円安・米ドル高に変動することは、当該債券に係る円換算の運用利回りの上昇要因となる。,2,FALSE,FALSE,fp2_gakka_202505_q027,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,28,single,金融資産運用,FP2級;学科;四答択,Ａさんのポートフォリオにおける各資産の構成比、期待収益率および標準偏差が下記の表のとおりであった場合、当該ポートフォリオの期待収益率として、最も適切なものはどれか。,"資産 ポートフォリオの構成比 期待収益率 標準偏差預金 60％ 0.1％ 0.0％
債券 10％ 1.0％ 5.0％
株式 30％ 7.0％ 15.0％",,,,,0.32％,1.10％,2.26％,2.70％,3,FALSE,FALSE,fp2_gakka_202505_q028,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,29,single,金融資産運用,FP2級;学科;四答択,ＮＩＳＡ（少額投資非課税制度）に関する次の記述のうち、最も適切なものはどれか。,なお、本問においては、 ＮＩＳＡ により投資収益が非課税となる口座を ＮＩＳＡ 口座という。,,,,,ＮＩＳＡのつみたて投資枠と成長投資枠の双方を、同一年中において、併せて新規投資に利用することはできない。,ＮＩＳＡ口座は、その年の１月１日時点において20歳未満の者は、開設することができない。,ＮＩＳＡのつみたて投資枠を利用して購入した株式投資信託の非課税保有期間は、最長で20年間とされている。,ＮＩＳＡのつみたて投資枠を利用して１年間のうちに株式投資信託を購入することができる限度額（年間投資枠）は、120万円である。,4,FALSE,FALSE,fp2_gakka_202505_q029,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,30,single,金融資産運用,FP2級;学科;四答択,預金保険制度に関する次の記述のうち、最も不適切なものはどれか。,,,,,,確定拠出年金の加入者が運用の対象として選択した定期預金は、加入者の預金として、預金保険制度による保護の対象となる。,"預金保険制度の対象金融機関に預け入れた決済用預金については、１金融機関ごとに預金者１人当たり元本 1,000万円を限度として、預金保険制度による保護の対象となる。",日本国内に本店のある銀行の国内支店に預け入れた外貨預金は、その金額の多寡にかかわらず、預金保険制度による保護の対象とならない。,単に名義を借りたにすぎない他人名義預金は、預金保険制度による保護の対象とならない。,2,FALSE,FALSE,fp2_gakka_202505_q030,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,31,single,タックスプランニング,FP2級;学科;四答択,わが国の税制に関する次の記述のうち、最も不適切なものはどれか。,,,,,,所得税では、課税対象となる所得を10種類に区分し、所得の種類ごとに定められた計算方法により所得の金額を計算する。,相続税では、納税者が申告書に記載した被相続人の資産等の内容に基づき、税務署長が納付すべき税額を決定する賦課課税方式が採用されている。,税金を負担する者と税金を納める者が異なる税金を間接税といい、消費税は間接税に該当する。,税金には国税と地方税があるが、法人税は国税に該当し、不動産取得税は地方税に該当する。,2,FALSE,FALSE,fp2_gakka_202505_q031,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,32,single,タックスプランニング,FP2級;学科;四答択,所得税における各種所得に関する次の記述のうち、最も適切なものはどれか。,,,,,,個人事業主が事業資金で株式を購入し、その配当金を受け取ったことによる所得は、事業所得となる。,給与等の収入金額が850万円を超える給与所得者が23歳未満の扶養親族を有する場合、総所得金額の計算上、給与所得の金額から所得金額調整控除として最大で10万円が控除される。,個人による不動産の貸付が事業的規模で行われている場合、その賃貸収入による所得は、事業所得となる。,会社員が自宅の購入資金として勤務先から無利息で金銭を借り入れたことにより生じた経済的利益は、給与所得となる。,4,FALSE,FALSE,fp2_gakka_202505_q032,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,33,single,タックスプランニング,FP2級;学科;四答択,所得税における損益通算に関する次の記述のうち、最も適切なものはどれか。,,,,,,不動産所得の金額の計算上生じた損失の金額のうち、不動産所得を生ずべき業務の用に供する土地の取得に要した負債の利子に相当する部分の金額は、給与所得の金額と損益通算することができる。,先物取引に係る雑所得の金額の計算上生じた損失の金額は、不動産所得の金額と損益通算することができる。,生活の用に供していた自家用車を売却したことによる譲渡所得の金額の計算上生じた損失の金額は、給与所得の金額と損益通算することができる。,コンサルティング事業を営むことによる事業所得の金額の計算上生じた損失の金額は、不動産所得の金額と損益通算することができる。,4,FALSE,FALSE,fp2_gakka_202505_q033,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
2025,令和7年度（学科）,34,single,タックスプランニング,FP2級;学科;四答択,所得税における所得控除に関する次の記述のうち、最も不適切なものはどれか。,,,,,,控除対象扶養親族のうち、その年の12月31日現在の年齢が19歳以上23歳未満の者は、特定扶養親族に該当する。,控除対象扶養親族のうち、その年の12月31日現在の年齢が70歳以上の者は、老人扶養親族に該当する。,"納税者の合計所得金額が1,000万円を超える場合、配偶者の合計所得金額の多寡にかかわらず、配偶者控除の適用を受けることはできない。",納税者との婚姻の届出を提出していない者であっても、納税者が加入している健康保険の被扶養者となっており、いわゆる内縁関係にあると認められる者は、控除対象配偶者に該当する。,4,FALSE,FALSE,fp2_gakka_202505_q034,（解説は順次追加予定です。正答は日本FP協会の公表資料に基づきます。）,,,,,,
